SG_UF,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,NR_PARTIDO,SG_PARTIDO
PR,DEPUTADO FEDERAL,1188,WANDERLEI SILVA,11,PP
RJ,DEPUTADO ESTADUAL,30321,BRUNO BORGES,30,NOVO
SP,DEPUTADO ESTADUAL,44011,DR GASPAR,44,UNI�O
RJ,DEPUTADO FEDERAL,7753,SANTIAGO,77,SOLIDARIEDADE
PR,DEPUTADO ESTADUAL,45789,DINHO OLIVEIRA,45,PSDB
PA,DEPUTADO ESTADUAL,40007,CASTANHA,40,PSB
AC,DEPUTADO FEDERAL,7788,EDI CELULAR,77,SOLIDARIEDADE
SC,DEPUTADO ESTADUAL,15789,TIAGO ZILLI,15,MDB
SP,DEPUTADO ESTADUAL,77999,PASTOR LUCIANO,77,SOLIDARIEDADE
RS,DEPUTADO ESTADUAL,45222,RICARDO FAVIN,45,PSDB
CE,DEPUTADO ESTADUAL,10680,VIVIANE GOMES,10,REPUBLICANOS
GO,DEPUTADO ESTADUAL,10555,EDUARDO GRILLO,10,REPUBLICANOS
PA,DEPUTADO ESTADUAL,12010,ROSANGELA PENICHE,12,PDT
DF,DEPUTADO DISTRITAL,20022,SARGENTO EVERALDO,20,PSC
AP,DEPUTADO FEDERAL,1213,ANNE T�VORA,12,PDT
RJ,DEPUTADO ESTADUAL,90300,ANA UZEDA,90,PROS
RO,DEPUTADO ESTADUAL,14444,ANDERSON ELETRICISTA,14,PTB
MS,DEPUTADO ESTADUAL,14567,LAILA MORAES,14,PTB
RJ,DEPUTADO ESTADUAL,50100,PROTETORA PATR�CIA VARGAS,50,PSOL
SP,DEPUTADO ESTADUAL,12222,CEZAR,12,PDT
MS,SENADOR,368,JEFERSON BEZERRA,36,AGIR
RS,GOVERNADOR,16,REJANE DE OLIVEIRA,16,PSTU
RS,DEPUTADO FEDERAL,5122,ROBERTO ORNES,51,PATRIOTA
MA,DEPUTADO ESTADUAL,45184,SILVIA CARVALHO,45,PSDB
CE,DEPUTADO FEDERAL,4410,CARLOS MATOS,44,UNI�O
SP,DEPUTADO ESTADUAL,19219,SANDRA DO POSTINHO,19,PODE
RJ,DEPUTADO FEDERAL,1999,DONATO,19,PODE
ES,DEPUTADO ESTADUAL,44190,CORONEL ROG�RIO,44,UNI�O
PE,DEPUTADO ESTADUAL,51885,CELINA SILVESTRE,51,PATRIOTA
MS,DEPUTADO ESTADUAL,50123,VAL ELOY,50,PSOL
CE,DEPUTADO FEDERAL,1233,ROB�RIO MONTEIRO,12,PDT
PE,DEPUTADO ESTADUAL,10321,GLAUCO DE MARIA,10,REPUBLICANOS
AM,DEPUTADO ESTADUAL,10555,SARGENTO EDER FRANCO,10,REPUBLICANOS
RJ,DEPUTADO ESTADUAL,15624,SYLVINHO CABE�A BRANCA,15,MDB
RJ,DEPUTADO ESTADUAL,45099,MESTRE CHANG LEE,45,PSDB
PR,DEPUTADO ESTADUAL,36457,NEGO FIL�,36,AGIR
RJ,DEPUTADO FEDERAL,1600,V�NIA LUZ,16,PSTU
RS,DEPUTADO ESTADUAL,20999,MARLI OLIVEIRA,20,PSC
BA,DEPUTADO FEDERAL,1091,SGT. JOSAFA RAMOS,10,REPUBLICANOS
SP,DEPUTADO ESTADUAL,36456,JOAB LIRA,36,AGIR
RS,DEPUTADO ESTADUAL,21021,LEO SILVESTRIN,21,PCB
RS,DEPUTADO FEDERAL,2920,MARIA CORINA,29,PCO
SC,DEPUTADO FEDERAL,9030,WALDIR DA SILVA,90,PROS
CE,DEPUTADO FEDERAL,1569,POLLYANNA KELLY,15,MDB
SP,DEPUTADO ESTADUAL,80123,AMANDA BISPO,80,UP
PB,DEPUTADO FEDERAL,2222,WELLINGTON ROBERTO,22,PL
SE,DEPUTADO ESTADUAL,10789,CAROL BOMFIM,10,REPUBLICANOS
RJ,DEPUTADO ESTADUAL,40021,VERONICA SANTIAGO,40,PSB
PE,DEPUTADO FEDERAL,2022,AMARO J�NIOR,20,PSC
AC,DEPUTADO ESTADUAL,10777,PASTOR WAGNER FELIPE,10,REPUBLICANOS
RS,DEPUTADO ESTADUAL,51123,DIENE DUTRA,51,PATRIOTA
MG,DEPUTADO ESTADUAL,44400,EDSON TALL,44,UNI�O
PB,DEPUTADO FEDERAL,1212,FERNANDO MEDEIROS,12,PDT
RN,DEPUTADO ESTADUAL,15155,CORONEL GOMES,15,MDB
BA,DEPUTADO FEDERAL,3568,JOCELMA CAMILO,35,PMB
GO,DEPUTADO FEDERAL,9001,JULIANA DINIZ,90,PROS
RS,1� SUPLENTE,400,SANNY FIGUEIREDO,40,PSB
RO,DEPUTADO ESTADUAL,70678,JUAREZ TAQUES,70,AVANTE
SP,DEPUTADO FEDERAL,4051,ELIAS DE MOCOCA,40,PSB
DF,DEPUTADO DISTRITAL,77444,SILVANA TORRES RODRIGUES,77,SOLIDARIEDADE
RO,DEPUTADO ESTADUAL,45770,LUCIA MEDEIROS,45,PSDB
GO,2� SUPLENTE,444,CL�UDIO MESQUITA,44,UNI�O
RN,DEPUTADO ESTADUAL,14888,LET�CIA ZYDEK,14,PTB
PR,DEPUTADO FEDERAL,7777,PROFESSORA AMANDA,77,SOLIDARIEDADE
MG,DEPUTADO ESTADUAL,27446,ELIANE ACS,27,DC
AM,DEPUTADO ESTADUAL,50123,RAIMUNDO NONATO,50,PSOL
SP,DEPUTADO ESTADUAL,90318,WAGNER DA BANCA DE JORNAL,90,PROS
SP,DEPUTADO ESTADUAL,28199,SARGENTO SANDRO,28,PRTB
MA,DEPUTADO ESTADUAL,36234,PROF CARL�O AM�RICO,36,AGIR
RJ,DEPUTADO FEDERAL,1914,DR ANDRE CAMPISTA,19,PODE
SP,DEPUTADO FEDERAL,4017,A.C.,40,PSB
CE,DEPUTADO FEDERAL,2080,SANDRA FREITAS,20,PSC
RN,DEPUTADO FEDERAL,3555,JOSELIO PEREIRA,35,PMB
MS,DEPUTADO FEDERAL,2929,THIAGO ASSAD,29,PCO
SC,DEPUTADO ESTADUAL,11222,FERNANDO CRUZETTA,11,PP
SC,1� SUPLENTE,123,GUI PEREIRA,12,PDT
BA,DEPUTADO FEDERAL,9044,CABRAL,90,PROS
RO,DEPUTADO ESTADUAL,13456,FRANCIMAR SIM�O,13,PT
CE,DEPUTADO ESTADUAL,10275,ALEX PAIVA,10,REPUBLICANOS
CE,DEPUTADO ESTADUAL,22333,DR THIAGO SALES,22,PL
SP,DEPUTADO FEDERAL,1919,RENATA ABREU,19,PODE
BA,DEPUTADO ESTADUAL,36250,CRISTIANE ANJOS,36,AGIR
SC,DEPUTADO ESTADUAL,13580,SILVINO MICHELS QUININHO,13,PT
SC,DEPUTADO FEDERAL,1588,MARA DO BANCO,15,MDB
MG,DEPUTADO FEDERAL,1031,PROFESSOR MARIO PATRIOTA,10,REPUBLICANOS
MG,DEPUTADO ESTADUAL,45200,LUIZ CL�UDIO,45,PSDB
MG,DEPUTADO ESTADUAL,45556,SAMIRA JAFFAR,45,PSDB
PB,DEPUTADO ESTADUAL,40555,ALEXANDRE KENNEDY,40,PSB
MG,DEPUTADO ESTADUAL,14003,SYLLAS VALAD�O,14,PTB
MG,DEPUTADO ESTADUAL,40000,KATIA GAIVOTO,40,PSB
PE,DEPUTADO ESTADUAL,35678,BUDA G�S,35,PMB
SP,DEPUTADO FEDERAL,1606,WALDEMIR SOARES JUNIOR,16,PSTU
RJ,1� SUPLENTE,133,SERGIO ZVEITER,43,PV
PR,DEPUTADO ESTADUAL,14200,MARCIA CORR�A,14,PTB
CE,DEPUTADO ESTADUAL,50444,ZULEIDE QUEIROZ,50,PSOL
SE,DEPUTADO FEDERAL,5500,ALEXANDRE FIGUEIREDO,55,PSD
SP,DEPUTADO FEDERAL,9070,DANIEL BELCHIOR SANTANA,90,PROS
RJ,DEPUTADO FEDERAL,5100,RAQUEL GOMES,51,PATRIOTA
PR,DEPUTADO ESTADUAL,90999,THAIS TAKAHASHI,90,PROS
RJ,DEPUTADO FEDERAL,7799,ROSANGELA STARSEC,77,SOLIDARIEDADE
PR,DEPUTADO FEDERAL,1242,DANIEL COLETIVO REINVENTAR,12,PDT
RJ,DEPUTADO ESTADUAL,13555,ALEXANDRO TAVARES,13,PT
SP,DEPUTADO FEDERAL,7010,EDVALDO BRITO,70,AVANTE
RJ,DEPUTADO ESTADUAL,15580,L�O MASCOT�O ,15,MDB
RJ,DEPUTADO FEDERAL,1599,GLAUBER ROCHA,15,MDB
MG,DEPUTADO FEDERAL,7065,ROBERTO DA FARM�CIA,70,AVANTE
PA,DEPUTADO ESTADUAL,35444,PROF. JO�O BATISTA MATOS,35,PMB
RJ,DEPUTADO FEDERAL,9075,TIA C�LIA DA VILA GENY,90,PROS
MG,DEPUTADO ESTADUAL,90853,NEIMAR SIQUEIRA,90,PROS
RJ,DEPUTADO ESTADUAL,10007,FRAN�OIS AMORIM,10,REPUBLICANOS
ES,DEPUTADO ESTADUAL,36666,FABIO FERREIRA,36,AGIR
MT,DEPUTADO ESTADUAL,51022,DELEGADO CLAUDEMIR,51,PATRIOTA
MG,DEPUTADO ESTADUAL,28993,DAYANE MARIE,28,PRTB
DF,DEPUTADO FEDERAL,2311,LEANDRO LIRA,23,CIDADANIA
BA,DEPUTADO ESTADUAL,23000,CL�A MALTA ,23,CIDADANIA
MS,DEPUTADO FEDERAL,9077,EDSON FIDELIS,90,PROS
SE,DEPUTADO ESTADUAL,55678,PALOMA DO GALEGO,55,PSD
TO,DEPUTADO ESTADUAL,28548,GASSAN YOUSSEF SIMAAN,28,PRTB
PR,DEPUTADO FEDERAL,2366,DED� DA CALHA,23,CIDADANIA
RJ,DEPUTADO ESTADUAL,33553,LUCIANA DA EDUCA��O,33,PMN
MG,DEPUTADO FEDERAL,5000,IZA LOUREN�A,50,PSOL
CE,DEPUTADO FEDERAL,4040,DR CARLOS MACEDO,40,PSB
RJ,DEPUTADO FEDERAL,5042,ANDR� BARROS,50,PSOL
PE,DEPUTADO FEDERAL,7001,BELARMINO SILVA,70,AVANTE
PE,SENADOR,290,ROBERTA RITA,29,PCO
GO,DEPUTADO ESTADUAL,35555,CLAUDIA GONCALVES,35,PMB
MS,DEPUTADO FEDERAL,3010,PAULO RICARTE,30,NOVO
MA,DEPUTADO ESTADUAL,51776,MARCIA CARVALHO,51,PATRIOTA
TO,DEPUTADO FEDERAL,1988,TIAGO DIMAS,19,PODE
RJ,DEPUTADO ESTADUAL,33555,GILBERTO BARRETO O CODA,33,PMN
CE,DEPUTADO ESTADUAL,65013,PROFESSOR AN�ZIO,65,PC do B
PE,DEPUTADO FEDERAL,1890,ADALBERTO SERT�O AO LITORAL,18,REDE
MS,DEPUTADO ESTADUAL,40040,BUENO DA SA�DE,40,PSB
SP,DEPUTADO ESTADUAL,11999,CORONEL WAGNER,11,PP
RS,DEPUTADO ESTADUAL,44560,REGINA BECKER,44,UNI�O
BA,DEPUTADO FEDERAL,1980,GILSON GIB�O,19,PODE
SP,DEPUTADO ESTADUAL,11456,LUCAS DO LICEU,11,PP
BA,DEPUTADO FEDERAL,1167,J CARLOS,11,PP
SP,DEPUTADO ESTADUAL,65035,LECI BRAND�O,65,PC do B
RJ,DEPUTADO FEDERAL,4511,JO�O AQUILES,45,PSDB
SC,DEPUTADO ESTADUAL,12567,DR CLEBERSON GARCIA,12,PDT
MG,DEPUTADO FEDERAL,4406,PADRE LUCAS,44,UNI�O
CE,DEPUTADO FEDERAL,1933,DIANA MARINHO,19,PODE
RJ,DEPUTADO ESTADUAL,22345,RENATO MIRANDA,22,PL
RJ,DEPUTADO ESTADUAL,22123,CARVALH�O,22,PL
SE,DEPUTADO ESTADUAL,10500,ZE NETO EU,10,REPUBLICANOS
SP,DEPUTADO ESTADUAL,51005,SAMUEL DOS SANTOS,51,PATRIOTA
GO,DEPUTADO FEDERAL,4512,FLORISVALDO PEREIRA,45,PSDB
PE,DEPUTADO ESTADUAL,35111,GEORGE,35,PMB
BA,DEPUTADO ESTADUAL,51168,PR� YARA,51,PATRIOTA
PA,SENADOR,160,PROFESSOR JO�O SANTIAGO,16,PSTU
RR,DEPUTADO ESTADUAL,43433,NIVALDA CARDOSO,43,PV
PE,DEPUTADO ESTADUAL,14300,IRM�O TUTUI,14,PTB
CE,DEPUTADO ESTADUAL,15005,EDSON SANTOS,15,MDB
SP,DEPUTADO ESTADUAL,50777,PAULO BUFALO,50,PSOL
MS,DEPUTADO ESTADUAL,45007,NEI SALVIANO,45,PSDB
SP,DEPUTADO FEDERAL,1213,PEDRINHO DO G�S,12,PDT
CE,DEPUTADO ESTADUAL,90000,VILMARO LEITE,90,PROS
ES,DEPUTADO FEDERAL,2710,PASTOR PEDRO HENRIQUE,27,DC
MG,DEPUTADO ESTADUAL,19276,SERJ�O PALITO,19,PODE
RN,DEPUTADO ESTADUAL,33009,KEVILLY,33,PMN
SP,DEPUTADO ESTADUAL,22299,VICENTE CASCIONE ,22,PL
PB,DEPUTADO ESTADUAL,65200,ISMAEL CARNEIRO O HOMEM DO P�O,65,PC do B
MG,DEPUTADO ESTADUAL,40019,PAULA DO SOCIAL,40,PSB
RJ,DEPUTADO FEDERAL,2799,PSIC�LOGA MARIA LUIZA,27,DC
DF,DEPUTADO DISTRITAL,28281,REGINALDO JARBAS,28,PRTB
AC,DEPUTADO ESTADUAL,13500,SALIM MANASFI,13,PT
GO,DEPUTADO ESTADUAL,35007,WEBER ENXOVAIS,35,PMB
DF,2� SUPLENTE,456,LOURDINHA WERNECK,45,PSDB
ES,DEPUTADO FEDERAL,4321,TONI LEMOS,43,PV
GO,DEPUTADO ESTADUAL,70640,JOS� DE LIMA,70,AVANTE
RJ,DEPUTADO FEDERAL,3611,MARLI ALVES,36,AGIR
SC,DEPUTADO ESTADUAL,51357,DINARA CAROLINE,51,PATRIOTA
ES,DEPUTADO ESTADUAL,51193,MAJOR MIRANDA,51,PATRIOTA
MA,DEPUTADO FEDERAL,3012,ANTONIO FLAVIO NOVO,30,NOVO
BA,DEPUTADO FEDERAL,5122,PROFESSORA KATIA,51,PATRIOTA
RN,DEPUTADO ESTADUAL,51123,PAULO POTYGUAR,51,PATRIOTA
MA,DEPUTADO FEDERAL,5005,ZENAIDE DO COLETIVO BEM VIVER,50,PSOL
DF,DEPUTADO DISTRITAL,28100,PASTORA ROSA R�GO,28,PRTB
MG,DEPUTADO ESTADUAL,40800,LAIS CRUZ,40,PSB
MG,DEPUTADO ESTADUAL,40466,ROQUE ROMARINHO,40,PSB
MG,DEPUTADO FEDERAL,1993,MARCELO MORETHSON (TINE),19,PODE
DF,DEPUTADO DISTRITAL,23223,DATANIEL,23,CIDADANIA
SP,DEPUTADO ESTADUAL,44900,MAJOR LEVY,44,UNI�O
SC,DEPUTADO ESTADUAL,22345,ALEM�OZINHO - CLAUDIR HENZ,22,PL
SC,DEPUTADO ESTADUAL,77104,JONAS SANTOS,77,SOLIDARIEDADE
RJ,DEPUTADO ESTADUAL,35444,DR PAULO MARCELO,35,PMB
SP,DEPUTADO ESTADUAL,10910,ANT�NIO CARLOS DA SILVA,10,REPUBLICANOS
PR,DEPUTADO ESTADUAL,51010,GILBRAN ROCHA,51,PATRIOTA
SE,DEPUTADO ESTADUAL,19190,DRA. ALYNE ALMEIDA,19,PODE
SC,DEPUTADO ESTADUAL,70123,THALYSON DE BAIRROS,70,AVANTE
RR,DEPUTADO FEDERAL,9033,MARIA DA FELICIDADE,90,PROS
GO,DEPUTADO ESTADUAL,28280,CLARITO PEREIRA,28,PRTB
RJ,DEPUTADO ESTADUAL,13261,CL�UDIO CAVALCANTE,13,PT
PA,1� SUPLENTE,901,FRANCISCO RODRIGUES,90,PROS
CE,DEPUTADO FEDERAL,5190,VASCONCELOS ,51,PATRIOTA
RN,VICE-GOVERNADOR,13,WALTER ALVES,13,PT
RJ,DEPUTADO FEDERAL,4022,GABRIEL PINTO,40,PSB
RN,DEPUTADO ESTADUAL,15123,DAG� DO FORRO,15,MDB
SP,DEPUTADO FEDERAL,1800,DORI FREITAS,18,REDE
PB,DEPUTADO FEDERAL,1121,BARATA,11,PP
BA,DEPUTADO ESTADUAL,14191,SARGENTO DIAS,14,PTB
MG,DEPUTADO ESTADUAL,43789,SILVANEI BATISTA,43,PV
RS,DEPUTADO FEDERAL,2016,RENATO COSTA,20,PSC
AC,DEPUTADO ESTADUAL,19000,BETE MIRANDA,19,PODE
BA,DEPUTADO ESTADUAL,11153,�NGELA PORTO,11,PP
PI,DEPUTADO ESTADUAL,36444,FRANCISCO RICHARDSON ALMEIDA,36,AGIR
SP,DEPUTADO FEDERAL,1494,MARIA MARTINS,14,PTB
SP,DEPUTADO FEDERAL,1499,DELLA TORRE,14,PTB
MA,DEPUTADO ESTADUAL,55663,ELPIDIO MARTINS,55,PSD
DF,DEPUTADO DISTRITAL,55666,JOAO LEAL,55,PSD
CE,DEPUTADO ESTADUAL,44666,JO�O PAULO,44,UNI�O
RJ,DEPUTADO FEDERAL,2333,MANOEL NETO,23,CIDADANIA
SE,DEPUTADO FEDERAL,9032,CARLA DO MOSQUEIRO,90,PROS
MG,DEPUTADO ESTADUAL,14220,BRUNO GOMIDES,14,PTB
SE,DEPUTADO ESTADUAL,51022,DELMAN CABRAL,51,PATRIOTA
CE,DEPUTADO ESTADUAL,55444,RHAYSA MEDEIROS,55,PSD
PA,DEPUTADO ESTADUAL,35123,KEMPSON DE SOUZA,35,PMB
SP,DEPUTADO ESTADUAL,55123,RAFAEL SILVA,55,PSD
MS,GOVERNADOR,28,CAPIT�O CONTAR,28,PRTB
MT,DEPUTADO ESTADUAL,14321,MARLI MARTINS,14,PTB
RN,DEPUTADO ESTADUAL,14456,MISSION�RIA ELIANE,14,PTB
SP,DEPUTADO ESTADUAL,33121,JOS� LAMBARI,33,PMN
TO,DEPUTADO ESTADUAL,55321,GUILHERME SIRIANO,55,PSD
AM,DEPUTADO FEDERAL,1478,EDMILSON BOKA,14,PTB
AP,DEPUTADO ESTADUAL,23147,DR LUIZ OTAVIO,23,CIDADANIA
SC,1� SUPLENTE,300,HELON ANTONIO REBELATTO,30,NOVO
CE,DEPUTADO FEDERAL,4077,DANIELE PIMENTEL,40,PSB
MG,DEPUTADO ESTADUAL,50300,ODILON,50,PSOL
DF,DEPUTADO DISTRITAL,14999,KLERYSSON CERRADO IN FOCO,14,PTB
RJ,DEPUTADO FEDERAL,3619,JOKLEYNE,36,AGIR
PA,DEPUTADO ESTADUAL,55123,GUSTAVO SEFER,55,PSD
RS,DEPUTADO ESTADUAL,51234,GERMANO CAMINHA,51,PATRIOTA
SP,DEPUTADO ESTADUAL,28257,MAJO GARCIA,28,PRTB
SP,DEPUTADO ESTADUAL,30014,RODRIGO REY,30,NOVO
PR,DEPUTADO ESTADUAL,30123,JO�O BETTEGA,30,NOVO
SP,DEPUTADO ESTADUAL,44140,THIAGO DA MARANH�O,44,UNI�O
GO,DEPUTADO ESTADUAL,20111,CORONEL DA MATA,20,PSC
GO,DEPUTADO ESTADUAL,20192,VANIA JACINTO DA SA�DE,20,PSC
ES,DEPUTADO ESTADUAL,40007,S�NIA DAMASCENO,40,PSB
MS,DEPUTADO FEDERAL,6565,LUIGI,65,PC do B
AL,DEPUTADO ESTADUAL,43999,NEIDE DO LABORAT�RIO,43,PV
PE,DEPUTADO FEDERAL,5115,TENENTE RICARDO PE,51,PATRIOTA
RJ,DEPUTADO ESTADUAL,28157,JESU� ALVES,28,PRTB
SP,DEPUTADO ESTADUAL,35500,REGINA RHODRIGUES,35,PMB
RS,DEPUTADO ESTADUAL,10800,�DER AZEREDO (CANH�O DO VALE),10,REPUBLICANOS
AL,DEPUTADO FEDERAL,3530,ANA COSTA,35,PMB
RJ,DEPUTADO ESTADUAL,10777,MISSION�RIA LORENA FERNANDA,10,REPUBLICANOS
AP,DEPUTADO ESTADUAL,11100,ENFERMEIRA MILENA,11,PP
RJ,DEPUTADO FEDERAL,1299,GABRIEL GARCIA,12,PDT
GO,DEPUTADO ESTADUAL,55888,DORIVA VENTURA ,55,PSD
RO,DEPUTADO ESTADUAL,44111,CHICO HOLANDA,44,UNI�O
PE,DEPUTADO FEDERAL,1090,SGT LINS,10,REPUBLICANOS
MG,DEPUTADO FEDERAL,1205,PROFESSOR EDER,12,PDT
MS,DEPUTADO ESTADUAL,44234,SEBASTI�O RONEI,44,UNI�O
RJ,DEPUTADO FEDERAL,1901,MANO JORGE,19,PODE
PE,DEPUTADO ESTADUAL,11432,IRM� ROSE,11,PP
PR,DEPUTADO ESTADUAL,36000,EMERSON FX,36,AGIR
SP,DEPUTADO FEDERAL,4434,DOUGLAS VIEGAS,44,UNI�O
RJ,DEPUTADO ESTADUAL,44080,PASTOR JOS� CARLOS DOMINGOS,44,UNI�O
AM,DEPUTADO ESTADUAL,51234,RAFAEL SILVESTRIM,51,PATRIOTA
PB,DEPUTADO ESTADUAL,77235,GILBERTO SILVA JP,77,SOLIDARIEDADE
PE,DEPUTADO FEDERAL,2818,LULA GONZAGA,28,PRTB
RJ,DEPUTADO FEDERAL,7074,ROSENI CAMILO PAES,70,AVANTE
DF,DEPUTADO DISTRITAL,20222,M�RCIA MAIA,20,PSC
SP,DEPUTADO FEDERAL,2757,VETERANO LONGARES,27,DC
DF,DEPUTADO FEDERAL,1800,ROBERTO CABRAL,18,REDE
PR,DEPUTADO ESTADUAL,19222,DR. JOS� ANT�NIO,19,PODE
MG,DEPUTADO ESTADUAL,30330,AST�RIO ITABAYANA NETO,30,NOVO
PR,DEPUTADO FEDERAL,1210,PROFESSORA GRASY TAKANO,12,PDT
AP,DEPUTADO ESTADUAL,14261,MARCELO AUGUSTO,14,PTB
MG,DEPUTADO ESTADUAL,27277,PATRICIA DO SAL�O,27,DC
MA,DEPUTADO ESTADUAL,19566,EDNA MONTEIRO,19,PODE
RO,DEPUTADO ESTADUAL,40200,STEFANI,40,PSB
BA,DEPUTADO FEDERAL,1116,CLAUDIA XAVIER,11,PP
AM,DEPUTADO ESTADUAL,51000,FELIPE SOUZA,51,PATRIOTA
TO,DEPUTADO ESTADUAL,55235,MAYLLA DO ALTO LINDO,55,PSD
SP,DEPUTADO ESTADUAL,28367,RENATA BOAVENTURA,28,PRTB
RS,DEPUTADO ESTADUAL,70311,ROSANE ANACLETO,70,AVANTE
SP,DEPUTADO FEDERAL,4030,DANY DA DEFESA ANIMAL,40,PSB
MS,DEPUTADO ESTADUAL,14190,CABO NASCIMENTO,14,PTB
SP,DEPUTADO FEDERAL,4087,JULIO MORAES,40,PSB
PA,DEPUTADO ESTADUAL,40311,REINALDO SACOLA,40,PSB
RJ,DEPUTADO FEDERAL,2765,K�TIA,27,DC
RJ,DEPUTADO ESTADUAL,50123,FLAVIO SERAFINI,50,PSOL
DF,DEPUTADO DISTRITAL,36222,V�NIA GURGEL,36,AGIR
SP,DEPUTADO ESTADUAL,14009,MAJOR RICARDO CEOLONI,14,PTB
BA,DEPUTADO ESTADUAL,90033,BILUZINHO,90,PROS
SP,DEPUTADO FEDERAL,4427,REINALDO MONTEIRO,44,UNI�O
GO,DEPUTADO ESTADUAL,90459,JACKELINE RUST,90,PROS
MS,DEPUTADO ESTADUAL,45321,MARINHO DA ACOMAC,45,PSDB
MG,DEPUTADO ESTADUAL,14932,T�NIA ROSA,14,PTB
GO,DEPUTADO ESTADUAL,70888,ANIZIO MAGALH�ES,70,AVANTE
MA,DEPUTADO ESTADUAL,27999,MILENA CALAFELL,27,DC
RJ,DEPUTADO FEDERAL,1400,ROSANGELA PE�ANHA,14,PTB
PR,DEPUTADO ESTADUAL,15026,SIMONE DO POVO PARA O POVO,15,MDB
RJ,DEPUTADO FEDERAL,5144,CARLOS FAREH,51,PATRIOTA
AL,DEPUTADO ESTADUAL,13111,MICHELLE DA BANCADA DO BATOM,13,PT
SP,DEPUTADO FEDERAL,2211,ANTONIO CARLOS RODRIGUES,22,PL
MS,DEPUTADO ESTADUAL,11111,GERSON CLARO,11,PP
RO,DEPUTADO ESTADUAL,13777,J.BISPO,13,PT
SP,DEPUTADO FEDERAL,1340,BRUXELLAS,13,PT
RJ,DEPUTADO FEDERAL,1216,MARCOS TAVARES,12,PDT
PR,DEPUTADO FEDERAL,2217,NILSON LUZ,22,PL
ES,DEPUTADO FEDERAL,7088,SAULO BUSSOLAR,70,AVANTE
BA,DEPUTADO FEDERAL,1977,JO�O SINELMO,19,PODE
PA,DEPUTADO ESTADUAL,15888,JARBAS VASCONCELOS,15,MDB
CE,DEPUTADO FEDERAL,7070,ALEXANDRE SOBREIRA,70,AVANTE
PA,DEPUTADO ESTADUAL,90222,CLAUDIA RIBEIRO,90,PROS
PI,DEPUTADO ESTADUAL,11100,D`�MARIS LE�O,11,PP
MG,DEPUTADO FEDERAL,3027,CRISTIANO KLEIN,30,NOVO
MA,DEPUTADO FEDERAL,2741,JODSON SANTOS,27,DC
SP,DEPUTADO FEDERAL,4508,ELTON,45,PSDB
AM,DEPUTADO ESTADUAL,40455,RAIDERSON TECO,40,PSB
SP,DEPUTADO ESTADUAL,36007,DOUGLAS SOLANO,36,AGIR
SP,DEPUTADO ESTADUAL,55116,TEREZA AQUINO,55,PSD
BA,DEPUTADO FEDERAL,1445,PROFESSORA KARINE CARVALHO,14,PTB
RN,DEPUTADO ESTADUAL,44144,FLOR GUERRA,44,UNI�O
BA,DEPUTADO ESTADUAL,11011,ANT�NIO HENRIQUE JR.,11,PP
MG,DEPUTADO ESTADUAL,51112,HOT HOT,51,PATRIOTA
MG,DEPUTADO ESTADUAL,19321,PROFESSORA IVANETE DIAS ,19,PODE
MG,DEPUTADO FEDERAL,5153,PEDRO BUENO,51,PATRIOTA
SP,DEPUTADO FEDERAL,1456,GUILHERME BUNGER,14,PTB
SC,DEPUTADO ESTADUAL,12024,MARCIANO DA LIGA DE LUTAS,12,PDT
AC,DEPUTADO FEDERAL,1991,ISRAEL AQUILA,19,PODE
ES,DEPUTADO ESTADUAL,23023,IVANILDO ALMEIDA,23,CIDADANIA
GO,DEPUTADO FEDERAL,5123,JOHNATAS MESSIAS,51,PATRIOTA
RJ,DEPUTADO FEDERAL,4048,ADRIELY OS�RIO,40,PSB
RJ,DEPUTADO FEDERAL,4004,LUC�LIA SANTOS,40,PSB
SC,DEPUTADO ESTADUAL,30001,MATHEUS CADORIN,30,NOVO
SP,DEPUTADO FEDERAL,1917,IVAN SERIGATO,19,PODE
PI,DEPUTADO FEDERAL,2027,CRIS SILVA,20,PSC
AC,DEPUTADO ESTADUAL,10000,JAMYL ASFURY,10,REPUBLICANOS
SC,DEPUTADO ESTADUAL,12027,MARCELO DE OGUM,12,PDT
AM,DEPUTADO ESTADUAL,45091,CHICO BENTO,45,PSDB
SP,DEPUTADO ESTADUAL,51511,VELHO BARREIRO,51,PATRIOTA
SE,SENADOR,500,HENRI CLAY,50,PSOL
PR,DEPUTADO ESTADUAL,40140,AGUINALDO DO POSTO,40,PSB
SP,DEPUTADO ESTADUAL,45444,DANIEL BASSI,45,PSDB
MG,DEPUTADO FEDERAL,9080,DEVAN ANDRADE,90,PROS
DF,DEPUTADO DISTRITAL,35123,WELBER DA LIZIRENE CELULAR,35,PMB
TO,DEPUTADO FEDERAL,4000,RAFAEL GARCIA,40,PSB
CE,DEPUTADO FEDERAL,7080,DIMAS MATIAS,70,AVANTE
MA,DEPUTADO FEDERAL,4420,IVAN JUNIOR,44,UNI�O
BA,DEPUTADO FEDERAL,5013,LAINA CRIS�STOMO,50,PSOL
BA,DEPUTADO FEDERAL,1818,LAZZO MATUMBI,18,REDE
SC,DEPUTADO ESTADUAL,12400,CLEBER TORRA TORRA,12,PDT
PA,VICE-GOVERNADOR,16,BENEDITA DO AMARAL,16,PSTU
MG,DEPUTADO FEDERAL,4422,NATAL DA FERRARI,44,UNI�O
